Review Date,Source,Review Type,Product Name,Reviewer Name,Title,Company Size,Used Product For,Overall Quality,Ease of Use,Customer Support,Features/Functionality,Value for Money,Likelihood to Recommend,Review Title,Comments,Pros,Cons,Advice to Buyers,Reasons for Choosing,Reasons for Switching,Alternatives Considered,Switched From
07/17/2019,Capterra,text,ArcSite,Simon R,Engineer,"Facilities services, 1001-5000 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Complete cad package ,"Great for all aspects of cad, from editing a poor quality photo to a finished pdf. Couldn’t operate without this app!","Intuitive usage, all aspects of marking drawings come together seamlessly for a speedy accurate set of drawings.",N/a there are no downsides to this app and customer support is excellent. ,,,,"",""
07/17/2019,Capterra,text,ArcSite,Trevor C,Director,"Utilities, 2-10 employees",Less than 2 years,4.0,5.0,5.0,4.0,5.0,9 out of 10,CAD system,Producing accurate area values especially of awkward shapes,It is easy to use acombined with the high level of support,I guess I am always trying to produce a realistic image for the customer and I guess producing a 3D picture would be the ultimate ,,,,"",""
07/17/2019,Capterra,text,ArcSite,Jake M,Owner,"Health wellness and fitness, 2-10 employees",Less than 12 months,5.0,5.0,5.0,5.0,4.0,10 out of 10,Great APP,I am using this to draw 1400-3000 SQ FT chiropractic clinics. Great for this and will use for other things I draw up.,Great Customer Service and easy to use the APP!,Would like to use on a computer eventually.,,,,"",""
12/02/2018,Capterra,text,ArcSite,Lawrence D,Business owner,"Real estate, 2-10 employees",More than 2 years,3.0,3.0,3.0,3.0,3.0,6 out of 10,"Still a good value, but unresolved bugs have us checking alternatives again","I have previously reviewed Arcsite on Capterra, but am removing stars based on our recent experience.  At this overall performance level and price point, the app is a good, but no longer compelling value.","This is an excellent app designed primarily for field diagramming.  With it, we are able to create building diagrams quickly for our building inspection reports.  In-app draining controls are well thought out to quickly layout and then fine tune as needed, with advanced controls.  It exports to pdf, dwg, png and other formats and offers cloud backups too. A perfect marriage between this app and an iPad/pencil.  We have used it create hundreds of building diagrams over the last two years.  The main app engineer is rolling out new features consistently.","We use iPad pros Wifi+ cellular on AT&T for diagramming and bugs that have continued unresolved for months have caused us to start re-considering alternatives.  For example, swiping between apps causes the drawing to window to zoom out to the point where the diagram is only a pixel on the screen.  Sometimes the entire app goes to a blank white screen, then reverts to the projects list, forcing us to re-open the active drawing. Snapping to grid is a basic function, but when reviewing drawings closely, lines that were supposed to have snapped to the grid are actually only next to the grid lines and not accurately placed.  We have to zoom in quite far to correct.  With more complex drawings, containing over 70 elements or so, the app bogs down significantly and crashes, even though we think it should be able to easily handle more complex drawings than we use it for. 

The monthly fees are significant at the small business level.  As of today, $360/year and $720/year for cross-device sync capability.  AutoCAD LT, which is close in capability, costs $390/year and includes both desktop and mobile apps for iOS.  Although support was responsive before, our support requests have not been answered the last two times we've asked for help.  The answer has been that they are unable to duplicate the issue we see. However, on our end, the bugs persist through iOS updates, app updates, and on multiple devices.",,,,"",""
08/06/2018,Capterra,text,ArcSite,Stephen G,Proprietor,"Construction, 1 employee",Less than 6 months,5.0,5.0,5.0,4.0,5.0,10 out of 10,Fabulous CAD for iPad,"AecSite really is pretty perfect for creating drawings and taking details on site, overall the more it’s used the easier it becomes. It definitely saves time making scrappy notes and then trying to decipher them onto CAD days later.",Ease of use and being able to export to both DWG and PDF.,Can be a little slow editing large file sizes.,,,,"",""
08/06/2018,Capterra,text,ArcSite,Benjamin S,Operations,"Construction, 11-50 employees",Less than 2 years,4.0,5.0,0.0,4.0,0.0,10 out of 10,AcrSite for the win,,"As much as I would rather not have to pay a subscription for this software, it is extremely useful. I have tried everything else and this one just works. ",The Apple Pencil is not very accurate...whereas a Surface Pen is much more accurate. I wish there was an Android & Windows version.,,,,"",""
08/06/2018,Capterra,text,ArcSite,Michael K,Owner - Carpenter,"Construction, 2-10 employees",More than 2 years,4.0,4.0,5.0,3.0,4.0,8 out of 10,Best basic mobile CAD ,Over all experience has been really good.  The customer support has been a huge help and he has added many features that have been beneficial to what my company uses this app for.,"Portability and ease of use, and customer support is fantastic!","Lack of options:
- snap-to
- auto fill
- repeat of item around a shape
- odd shape(oval eclipse etc.)
- most of all: changing a line size will sometimes create a glitch that will freeze the app or change so many other measurements because of what its connected to.",,,,"",""
08/03/2018,Capterra,text,ArcSite,Michael T,Integration Account Manager,"Information technology and services, 11-50 employees",Less than 12 months,5.0,4.0,5.0,4.0,4.0,9 out of 10,"Very useful for site survey information, I use almost every day!",Accuracy of information going to design engineer has doubled... it's been very helpful to help customers visualize the end product as well.,"It is very simple, and easy to use.  Custom objects is immensly helpful.  I love the ability to import a photo, calibrate, and then measure distances from there-- I can now grab a quick snap of a building fire-plan or paper construction plans, etc. and do most measurements on the spot without having to individually measure off things.  And if I've forgotten to measure something, I can still get that number after I get back to the office.  It's also useful on the sales end to help give customer a quick layout of what they are getting or work to be done.","Mult it out over several people, and it's pricey for each subscription.  The ability to do ellipsoids and not just circles would make perspective a little simpler to do.  Right now, you have to do a bunch of arcs which is very cumbersome.",,,,"",""
08/03/2018,Capterra,text,ArcSite,Chad H,President ,"Construction, 11-50 employees",More than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Outstanding design platform ,The online support has been very responsive and great to work with. ,"Great product to draw 2D drawings 
Very simple to use. 
We use these drawings for our CNC Plasma as well as fabrication drawings ","No 3D option 
No text don’t options 
More options on spirals and machining ",,,,"",""
08/03/2018,Capterra,text,ArcSite,Doug L,Manager,"Construction, 11-50 employees",Less than 12 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,Best thing since sliced bread!,Excellent!,Easy to learn system that makes drafting much less time consuming and professional. ,Looking forward to the continued improvements and refinements. Would love a button to toggle on/off object snap that was directly on the drafting page. ,,,,"",""
08/01/2018,Capterra,text,ArcSite,R Paul L,Owner,"Electrical electronic manufacturing, 2-10 employees",Less than 12 months,5.0,5.0,5.0,3.0,5.0,8 out of 10,Great CAD for iPad ,I’m an electrical contractor.  I use ArcSite for single line drawings and control diagrams.,iPad friendly and cloud based.  Menues are intuitive.  Tiered pricing is convenient. ,Clunky to import existing drawings and shapes.  ,,,,"",""
07/31/2018,Capterra,text,ArcSite,Carl G,Design Consultant ,"Construction, 11-50 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Must have tool for construction industry,"Arcsite made creating on-site diagrams and drawings a breeze, and drastically cut down the time it took to do initial drafting, saving hundreds of hours a year","ArcStite is extremely easy to learn and use and requires very little skill to operate efficiently. The customer support team is fantastic, and was eager to know about my experience with the tool and what they could do to improve. ",ArcSite is only available as a subscription service and doesn't have the option to purchase the tool outright. ,,,,"",""
07/31/2018,Capterra,text,ArcSite,Rudy G,Regional Sales Manager ,"Food and beverages, 2-10 employees",Less than 6 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,So easy a monkey can use it! ,We get to utilize this app to ensure are ideas get turned into precise drawings and then fabricated so our customers are happy with our product. ,"Auto measuring
Drawings to scale
Easy to learn how to use 
","If you select multiple items you draw and try and move it lags, but other than that it is flawless! ",,,,"",""
07/31/2018,Capterra,text,ArcSite,David C,N/A,"Construction, 1 employee",Less than 2 years,5.0,5.0,5.0,4.0,4.0,8 out of 10,CAD for non-CAD users,,Extremely precise but also extremely easy to use. Quick sketches to convey a concept or verify a solution are a breeze to create. I love that this tool isn't burdened by all the baggage inherent in pro-quality CAD tools.  This tool opened up an opportunity for exploring solutions to problems I'd encounter as a project manager for residential construction projects. I was able to develop more fully a previously untapped vein of creativity that I probably wouldn't have discovered or utilized otherwise. ,"Two issues: Integration & 3D 
I really wish it could integrate more tightly with other tools.
The developers seem to believe the tool is positioned in the context of managing a collection of construction drawings - along the lines of products like PlanGrid. Maybe it meets that need for some users, but it doesn't begin to meet the requirements of that category in my opinion. I use PlanGrid everyday and would LOVE for Arcsite to be able to layer on top of the PlanGrid document library -- justlike RFIs or Photos, or Issues. 
If they could bring the same level of simplicity and precision to drawing in 3D, bridging between 2D and 3D. I've started using Shapr3D for iPad which is a brilliant app for drawing in 3D. But like most CAD tools, it assumes the user is already well-versed in the underlying techniques & concepts. (not to mention it's more geared for drawing things that will be fabricated or 3D printed).  I long for a 3D solution that is as easy as ArcSite but as powerful as Shapr3D.",,,,"",""
07/31/2018,Capterra,text,ArcSite,Bryan W,Foreman,"Utilities, 1001-5000 employees",Less than 12 months,5.0,5.0,5.0,4.0,4.0,9 out of 10,Great app for drawings,,"For me the ease of use is the best part, with that is the ability to work multiple drawings saves me a lot of time.",I haven’t found anything I dislike about this app it’s a good all around tool. ,,,,"",""
07/31/2018,Capterra,text,ArcSite,Chad N,Sales Technician,"Wholesale, 11-50 employees",Less than 6 months,5.0,5.0,5.0,4.0,4.0,10 out of 10,Great Software from a Flexible Company,,"The software is very easy to use.  You can import PDFs, background images, or start drawing from scratch.  I perform a lot of onsite lighting audits and ArcSite has really helped to streamline our audit process and insure that all parties are on the same page regarding the type and quantities of existing lighting.  There have been a few features that I felt like the software could use, and the ArcSite team was more than willing to entertain and actually implement into the program.","I do not use all of the built-in functionality of the software, so I feel like the price is a bit high.",,,,"",""
06/01/2018,Capterra,text,ArcSite,Marvin A,Sales,"Construction, 51-200 employees",More than 2 years,4.0,5.0,5.0,4.0,3.0,7 out of 10,This has made my measuring on site very helpful and keeps things organized ,more organization and cleaner drawings witch improves communications and understanding in the job.,I like the simplicity of the program.  I  love that you can add photos and place measurements on the photos or pdf drawings. ,"I wish that there were more items in the list for my profession.  I would like more cabinet options 
I also wish that everything didn't load into their own page.  It would be nice when you uploaded a file it came back as one file not each page a separate file.","",,,"",""
05/30/2018,Capterra,text,ArcSite,Curtis A,Cabinet Sales ,"Construction, 51-200 employees",Less than 2 years,4.0,4.0,5.0,3.0,3.0,7 out of 10,Very good program needs ,Makes keeping everything organized easier,"It is very easy to use.  I like the photos and that you are able to measure and make marks on them.
",I don't like the uploading and downloading that everything separates into its own page.    Needs more objects,"",,,"",""
05/30/2018,Capterra,text,ArcSite,Joe K,Party Chief ,Unspecified,More than 2 years,4.0,4.0,5.0,5.0,3.0,,"Very useful tool,  did most of what I asked of it. 
Replaced the hand sketches in the truck ","","Had all the functionality I needed to make quick, easy sketches 
With the ability to put photos in the background with a transparency I can trace all the details I needed before adding the new additions 
Rep at customer service always did his best to meet my needs 
","Can't change the direction & orientation of the anglular measure. 
Getting lineweights correct for export was guess and check.
Doesn't auto save on cell connection. 
The dimensions are always in the magnifier
Snaps are somewhat buried in the menus to change. ","",,,"",""
05/30/2018,Capterra,text,ArcSite,Nathan S,Project Manager,Unspecified,More than 2 years,5.0,5.0,5.0,5.0,3.0,,Overall great program,"",Easy to setup and implement with very little downtime. Easy to upload new files into the cloud and exporting is also easy.,The pricing for this seems a bit high. Great for our productivity and everything but better bulk pricing for multiple  users would be best.,"",,,"",""
05/29/2018,Capterra,text,ArcSite,Richard V,Lead Sales Engineer,Unspecified,Less than 12 months,4.0,4.0,5.0,4.0,4.0,,This app has helped with getting the necessary information on a site visit. ,"","It is fast and easy to use and has a lot of good tools to make drawing be as accurate as possible. 
I also love that I can scale a picture. This saves a ton of time in the field because I don't have to draw everything out in detail.","Wish I could draw a wall using inside dimensions instead of center. 
I think there should be a way to auto upload drawings.","",,,"",""
05/29/2018,Capterra,text,ArcSite,Amanda C,Lighting surveyor/auditor,"Electrical electronic manufacturing, 11-50 employees",Less than 6 months,5.0,4.0,5.0,4.0,4.0,9 out of 10, Overall experience is good.,"",I love the new layer lock option and the new edit features in the take off. I like the ability to add photos.,Would like better Angle function. I'd like to be able to draw two lines and specify the angle they form.,"",,,"",""
05/26/2018,Capterra,text,ArcSite,James H,Termite Department Head,Unspecified,Less than 2 years,5.0,5.0,5.0,5.0,5.0,,Simple to use yet has deep feature set,"","It is very straightforward. We don't use much in the way on the advanced features, just basic line drawings for our paperwork. But it is exactly what we had been looking for.",The app will randomly sign me out of my account. It enters a demo mode every so often brings up a prompt to show me what the icons do. Neither of these are huge inconveniences but I figured they are worth mentioning.  ,"",,,"",""
05/25/2018,Capterra,text,ArcSite,Dani C,Project Coordinator ,"Electrical electronic manufacturing, 51-200 employees",More than 2 years,4.0,4.0,5.0,4.0,5.0,9 out of 10,Easy software to work with and great customer service,It easily gets files to and from the office and field with the mark up made. It stores all our files for easy use. ,It is easy to use. It works well for what we are doing. And customer service is usually pretty fast about getting bugs fixed. ,I wish it wasn't so expensive but I guess it is worth it when the developers work with you on making it a better tool to use. ,"",,,"",""
05/24/2018,Capterra,text,ArcSite,John H,Director,"Building materials, 2-10 employees",Less than 2 years,4.0,4.0,5.0,5.0,3.0,7 out of 10,Great tool for quickly drawing up plans on site and in the office.,Ease of use onsite and quick professional looking plans.,The ability to create your own items and save them to quickly drop into drawings and plans saving time.,Yearly subscription is very expensive for the tier with all the functions.   Would be better if you could customise what you wanted to use and paid for only those.,"",,,"",""
05/24/2018,Capterra,text,ArcSite,Andrew R,President/CEO,Unspecified,More than 2 years,5.0,5.0,5.0,5.0,4.0,,This program has made some amazing improvements over the last while. Great job,"",The ease of use and now the option to unlock templates I have made to change them is awesome. Keep up the good work ,The unlock feature for my templates would be nice after you make a change to be able to re-lock just that group again. Not sure if its even possible ,"",,,"",""
05/24/2018,Capterra,text,ArcSite,Seth W,Project Auditor,Unspecified,Less than 12 months,4.0,5.0,5.0,4.0,4.0,,"EASY, HELPFUL, STREAMLINED","","It's easy to use, customizable, and highly portable on iPad. Projects are easy to collaborate on & share. ",The iPad app often crashes. It seems to sometimes have trouble uploading drawings - we have lost entire portions of drawings before. ,"",,,"",""
05/24/2018,Capterra,text,ArcSite,Amy C,Manager,Unspecified,Less than 2 years,5.0,5.0,5.0,5.0,5.0,,Just what we needed for our business. ,"",I love the simplicity of use and how I can export in dxf right from my tablet. No need for a computer. ,I wish I could draw 3D so I wouldn't have to use another program to do that with. Also when I get a drawing that has too much detail everything slows down. ,"",,,"",""
05/24/2018,Capterra,text,ArcSite,William F,Director of Operations,Unspecified,More than 2 years,5.0,5.0,5.0,4.0,4.0,,"Great Program, Versatile for Many Use Cases","","The ability to have it in the guys hands in the field where they can make adjustments to drawings in real time. This sames time, money, and errors. We also love the import and export functionality. ",It would be nice to have a more robust portfolio of pre created shapes/objects and the ability to port them. ,"",,,"",""
05/24/2018,Capterra,text,ArcSite,Jennifer S,Field Underwriter,"Insurance, 201-500 employees",Less than 6 months,5.0,5.0,5.0,5.0,5.0,9 out of 10,Very practical use in the field,I use it in the field on inspections. It is easy to use on an iPad,"User friendly, easy to calibrate Google Maps images for site diagrams. Easy to use in the field on an iPad. Makes inspections easier.  I like having the option to use a picture, create a new sketch or both. ",Renaming the photos from the folder instead of while in the sketch.  It would be easier while in the sketch to rename it. ,"",,,"",""
05/24/2018,Capterra,text,ArcSite,Jay E,Fire Investigator,"Security and investigations, 2-10 employees",Less than 12 months,3.0,3.0,3.0,2.0,2.0,4 out of 10,I use it to diagram fire scenes,"As I said before, i can adjust the screen and add more details. This was not possible on the other program.",I am able to move and adjust the screen which allows me to include details that I would not have on other programs.,"It doesn't have various furnishing icons, etc. that I would need to help make the diagram more specific for my clients.","",,,"",""
05/24/2018,Capterra,text,ArcSite,Nathan W,Managing Partner,"Renewables and environment, Unspecified",More than 2 years,5.0,5.0,5.0,5.0,5.0,,I use ArcSite to prepare field drawings for Cogeneration projects in NYC,"","Easy to use and packed with features! Photos, scale drawings from my iPad, checklists, notes, scanning existing drawings, you think of it... the feature is there!",I wish it integrated with Zapier because I would like to export drawings directly to my database and assign tasks to team member accordingly.,"",,,"",""
05/24/2018,Capterra,text,ArcSite,Verified Reviewer,Not Displayed,Unspecified,More than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Excellent for our business and our lives. Wonderful customer support too!,Both business and life benefits. I use this for work and I use this for home building projects.,"There are two things that I like most about this software:
1. The customization that we have experienced by paying for development has been off the charts. We are able to customize the product we offer to our customers as a result of this. We've never known of an app that does this.
2. The customer support we receive if there are ever any glitches or data loss is astounding. They are fast, professional, friendly, and above all, extremely competent at what they do.","I wish there was a way to do a wide spread search of every shape that has a photo in it. When you've placed multiple shapes, it's tough to remember which one you took the pictures in.","",,,"",""
05/24/2018,Capterra,text,ArcSite,Michael S,Owner,Unspecified,Less than 6 months,5.0,5.0,5.0,5.0,5.0,,ArcSite has unshackled me from the drafting table and allowed me to design in the field.,"","Intuitive Ease of use
Good selection of tools
Huge boost to productivity
Allows drawing in the field with the availability of exporting drawings for real time collaboration 
Top notch customer service
Perfect for client meetings to discuss design with the ability of real time scaled alterations
Down time has turned into productive time...for instance, while waiting for a haircut, I was able to draw the exterior elevations on a project rather than wasting that valuable time.","Minor stuff really. There have been a few bugs but Rep and his team have been very responsive.
","",,,"",""
05/23/2018,Capterra,text,ArcSite,SAM B,Cabinet Sales Rep,"Construction, 51-200 employees",Less than 2 years,3.0,4.0,4.0,3.0,4.0,8 out of 10,"i measure homes for cabinets, remodel and new. its a good program and gets the job done","quicker measures on the job and easier to read numbers ( ala no handwriting)
saves time and therefore money ",i like how easy it is to import drawings to the website. i like how easy it is to draw a basic room plan,"the forms that get created need to download with the drawings like the photes you take do
if that happened that would be great! ","",,,"",""
05/23/2018,Capterra,text,ArcSite,Mel J,Surveyor,"Construction, 11-50 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,"Very easy to use, ",Easy to do drawings for my clients,It has made things very easy for my work. I like the fact you can copy and paste drawings to other pages ..,There is nothing I dislike about the software. It's made life very easy over the past 18 months .....,"",,,"",""
05/23/2018,Capterra,text,ArcSite,Verified Reviewer,Not Displayed,"Utilities, Unspecified",More than 2 years,5.0,5.0,5.0,4.0,5.0,10 out of 10,ArcSite makes PDF functionality in several ways possible in Mobile environment,Time savings and ease of sharing plans through a mobile device. The software allows for communication of drawings in real-time which can save time and money but also ease frustrations of work or verbal communication. A drawing is worth a thousand words...,"ArcSite handles PDF mobile cad drawings possible in an elegant manner. The tool makes possible creation, editing, redlining of CAD quality drawings and integrates photos in an exceptional manner.

The ability to embed photos has been challenging in the past with  software on ios where photos and app were somewhat disconnected. ArcSite solves this. High resolution drawings and detail is also possible with quality by controlling line types, colors and other features.

The finished product achieved with ArcSite is great quality.","Project folders lack functionality of saving either in a higher order, ie. folder within folder. Folder or file commenting would be handy for communicating with cohorts, ie. leaving a description of the folder (project). Hiding projects or archiving has been a great feature, expanding on that functionality in some way would be beneficial. Downloading projects is great, or downloading selected PDFs in a bulk manner from IOS would be a good addition.","",,,"",""
05/23/2018,Capterra,text,ArcSite,Verified Reviewer,Not Displayed,Unspecified,Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,"Really like the app, works great for me.",I use it daily in my work.,"Not as tedious as other drawing apps.  Drawing scale is unlimited. Prints to png,pdf and love it. Love entering distances and angles.  Love being able to use it without an internet connection because I am regularly off the grid.","Needs alignment tool and auto shape (star, triangle, circle and square/rectangle). Would really be nice if I could re-arrange order of layers. Can't create gradient colors, would be nice.","",,,"",""
05/23/2018,Capterra,text,ArcSite,Jeff O,Owner,Unspecified,Less than 2 years,5.0,4.0,5.0,5.0,4.0,,This is a very useful tool and time saver,"",I'm a landscaper and design sprinkler systems.  I like the ability to create reusable objects for my designs.  I also like the ability to measure the area.,"It would be nice to create textures and fill in custom shapes. I design landscapes and it would be nice to differentiate grass from rock beds, etc.","",,,"",""
05/22/2018,Capterra,text,ArcSite,David B,Sales manager,Unspecified,Less than 2 years,5.0,4.0,5.0,4.0,4.0,9 out of 10,it was been a great time saver and helped me to stay more organized.,"As said in the earlier comments,  it has improved my communication of my team.","I has removed 90% of my paper/printer use and has increase my ability to communicate with me team, both in accuracy and with color coded information etc.","everything for the most part is great.  there are just a few things that I wish it could add,  I have communicated this, and I know that some of these things are limitations of the ipad system.","",,,"",""
05/22/2018,Capterra,text,ArcSite,Josh W,General Foreman,"Construction, 51-200 employees",More than 2 years,4.0,5.0,5.0,4.0,4.0,8 out of 10,I have been using Arcsite for about 3 years to manage all our drawings.,Ease of use. Multiple users can edit at the same time. ,The ability for multiple people to share and merge drawings. We can have three or four people at a time on one drawing changing things and when you upload they merge seemlessly. Occasionally they will fail to merge but that occurs very rarely. It takes about 5 minutes with the app to be able to functional use it. I do admit I don't know all the features but I don't have a need for them with how we use the app.,"Once in a while drawings will fail to upload correctly. When have had situations in the past where you have edited a drawing for 30 minutes and attempt to upload. Come back 20 minutes later and find out not only did it fail to upload but reverted back to your unedited drawing. I believe this issue has been addressed, as it hasn't happened in awhile. Also, be careful when you are in a area with a poor cell signal or internet connection. This can slow everything down significantly.","",,,"",""
05/22/2018,Capterra,text,ArcSite,Devin S,Estimator ,"Building materials, 51-200 employees",Less than 12 months,5.0,5.0,5.0,4.0,3.0,8 out of 10,mostly pleased with the customer support and ease of use.,communication with customers has become more efficient because now i can show them a detailed drawing.,I like that files can be stored online with the cloud. I also like the ability to create custom shapes. The customer support is great as well. ,It is an independent program meaning it does not incorporate any other software such as Excel Sheets. Also it has little automation meaning it can show demension's but it can not total the cumulative dimensions.  There is not much integration of Formula calculations. ,"",,,"",""
05/22/2018,Capterra,text,ArcSite,Steve G,Lead Account manager,Unspecified,Less than 12 months,4.0,5.0,5.0,4.0,4.0,,It has given me a complete tool to use in the field with clients. ,"","I like that I have forms, drawings and photos all in one place, and to be able to scale all of these has been a real life saver. ",I wish my forms were tied to a project and not a drawing.  I also which that when I altered a form that it didn't alter all my previous reports.  ,"",,,"",""
05/22/2018,Capterra,text,ArcSite,Troy R,Sales Engineer,"Construction, 51-200 employees",Less than 2 years,5.0,4.0,5.0,4.0,5.0,9 out of 10,I love it! I have never used CAD before but this app is so simple I feel like anyone can learn it.,Not having to buy a AutoCAD software.,Ease of use and learning with training videos on how to do certain things within the app.  I can quickly draw up a building  no matter how big or small.  The support team is amazing.  They will answer questions same day and will even take your feedback and implement it within the app sometimes.,"At one point there was a glitch in one of my drawings that caused the walls to move, but after an app update, it fixed the problem.  I told their support team and they got on it right away.","",,,"",""
05/22/2018,Capterra,text,ArcSite,Sarah W,Insurance Inspector and Underwriter,"Insurance, 11-50 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,ArcSite is a great tool for property inspections!,This software has been a great tool for us in home insurance inspections!  We start with an aerial photo from Google Maps and are able to incorporate drawings and photos to effectively tell the story of the property. ,The best part about this software is the customer support.  The drawing features are very easy to use.,"The only flaw I have found is that when you have the program do square footage measurements for you, it is not always accurate.  It is close, but it's best to double check the work.","",,,"",""
03/28/2018,Capterra,text,ArcSite,Jeff H,Field Supervisor,Unspecified,Less than 6 months,1.0,3.0,2.0,1.0,1.0,,Clunky software,"",Drawing shapes with the software with the recognition tool was easy to use when first starting the app.,This software is a disappointment.  It is not easy to take measures and transfer your data when and where you need it.  Needs a lot of work on the bugs.  The app crashes a lot.  It's not good to use for to collaborate important data with your team.  I would look into a better app like plan grid.,"",,,"",""
03/02/2017,Capterra,text,ArcSite,jay v,"",Unspecified,Unspecified,5.0,5.0,5.0,5.0,5.0,10 out of 10,By far the best diagramming app,"It's super easy to learn, super easy to use, and in fact it's fun to work on.  It has all the tools you need to start drawing out a rough idea and then quickly take it all the way up to finished drawing.  It has a free trial, so just try it.","","","",,,"",""
02/09/2017,Capterra,text,ArcSite,Jim C,CEO ,"Construction, 11-50 employees",Less than 12 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,BY far the best CAD tool for iPad,Arcsite is exaclty what I needed for on the job cad drawings. It's incredibly easy to use and powerful. I can actually share my drawings with my team while I'm on the job. ,Ease of use. My entire team can use it while on the job ,"",It's great for large and small teams,,,"",""
